id,count
0,96.00271
1,226.2505
2,91.0198
4,104.448524
5,127.60585
10,136.05074
11,148.2285
12,205.47292
15,72.39181
17,54.50873
18,220.66245
23,212.97621
25,169.8531
26,81.02129
31,202.25085
39,183.80086
40,56.24674
41,160.98393
42,
43,181.35962
51,214.65572
52,68.59705
54,89.64708
60,169.11752
61,189.64146
62,153.8457
63,49.601337
65,142.48412
66,130.66727
68,184.27779
71,56.06287
80,88.63253
82,
94,187.4918
98,206.45078
101,84.89951
102,177.08855
107,130.15686
112,217.97995
113,79.942924
115,
116,166.27411
120,95.96482
121,81.06251
122,224.47107
132,178.33289
143,71.699776
147,
150,69.275406
151,68.56741
152,209.85489
153,91.25794
155,81.44259
156,135.78162
159,198.64214
161,92.6314
163,85.95347
177,178.20049
186,87.39652
188,71.79942
190,86.654335
191,98.41055
192,178.56017
195,214.10046
200,186.186
209,211.97755
210,72.20838
211,227.81247
214,180.3231
215,89.312584
218,151.86873
219,47.375942
222,106.14599
225,64.43285
228,227.03593
236,209.6347
241,84.10946
242,184.61879
243,222.36432
245,77.176056
247,219.27711
251,192.25958
252,89.91435
253,67.76155
254,80.805435
258,209.90276
260,
261,180.1913
265,70.06228
266,207.9372
267,199.14459
269,173.52003
270,
275,150.794
278,83.424835
279,55.298065
286,111.91818
287,69.31965
288,206.75166
289,184.5209
293,87.88997
294,181.05446
297,
302,113.05638
303,74.06485
304,133.48958
307,141.97592
309,67.420074
311,203.55983
312,158.57481
314,206.96187
315,216.18793
319,197.31165
322,160.14392
323,
325,186.88304
327,209.59467
330,65.79411
332,202.08307
333,84.23499
338,159.89693
341,84.13829
345,166.0682
348,167.70012
349,98.05408
350,129.02225
352,
355,52.6987
356,
358,
363,178.75748
369,193.05539
371,71.248474
372,196.38277
375,220.66824
380,188.91643
388,85.622765
391,
392,186.97786
393,216.42111
394,93.70496
396,66.50792
401,65.456154
407,48.87929
409,85.0677
410,137.64801
416,121.95279
418,128.07077
420,193.85466
421,206.68362
422,194.04361
424,223.75749
428,194.93379
429,210.29033
431,175.78569
435,34.73995
439,116.62127
441,69.09023
447,77.80657
449,196.21948
451,204.05338
452,86.19706
454,180.05591
458,207.8143
463,179.16287
467,75.70319
470,154.51913
471,161.23567
474,211.33981
478,95.008575
483,111.70522
484,162.80008
485,83.26168
486,172.60338
491,130.54619
494,106.11413
495,194.08826
497,188.39977
499,211.61957
515,144.81854
518,192.29654
521,106.92614
525,
529,202.20871
532,175.39656
534,67.50157
540,78.962746
544,223.94553
547,188.99362
549,92.63398
563,60.685722
564,203.03325
567,116.898994
572,161.92824
577,179.679
578,222.59586
585,211.05095
588,200.44328
589,175.30786
590,139.54973
592,85.089005
594,155.94386
596,78.34109
598,208.18289
599,183.73708
605,89.33773
606,162.05151
607,197.85661
608,200.04262
609,
610,201.6797
611,108.884155
614,
615,181.07002
616,200.89685
617,162.56465
618,191.50269
624,120.219345
629,188.57869
631,98.305756
633,94.65789
637,81.68222
638,151.74483
643,
644,182.75656
645,69.59412
646,180.93011
648,170.83835
650,81.41847
651,105.95911
652,225.99026
656,168.96518
657,97.6217
659,79.07032
660,171.80537
662,150.95142
665,212.77286
675,
681,172.95346
682,187.37158
685,72.551865
686,203.28833
689,76.4528
696,165.01404
703,191.05104
704,128.75714
705,168.29642
714,192.48175
717,80.677925
718,87.43277
720,84.73371
721,218.78668
723,200.11066
726,101.33835
728,185.86404
730,106.84721
731,87.00466
734,226.3678
737,61.187866
738,81.81051
745,207.54822
746,82.06934
749,188.8456
752,73.10741
753,88.93245
758,193.01883
765,93.88132
766,202.77664
768,71.26407
769,203.63965
774,182.87492
775,125.999504
781,
784,208.29991
794,108.76053
795,219.27371
796,75.774666
802,154.10934
803,112.12115
805,69.82213
806,216.3618
807,137.17372
809,61.866222
810,201.67159
812,96.48891
814,115.39071
818,197.55899
819,213.52068
825,13.013617
836,100.21924
839,169.33594
847,215.70853
848,94.145325
851,182.71092
852,176.67607
853,68.09307
857,187.90845
858,96.70095
859,197.44833
861,23.432993
867,150.84335
870,184.0885
871,211.55725
872,224.83937
874,228.7147
881,214.39153
886,171.77625
890,
895,180.41751
899,76.08104
900,206.0499
901,213.57474
902,203.79669
903,90.85798
913,220.88077
918,216.82036
923,171.86624
924,72.62884
926,65.953285
927,83.64377
930,182.73894
934,56.587162
937,182.76721
939,151.7212
941,97.41382
942,225.82002
946,203.84448
950,134.31853
953,82.67407
959,74.12005
961,53.863403
962,96.07592
964,124.22861
969,174.95839
971,162.79314
976,75.2217
978,199.32611
980,209.81862
981,178.14833
990,218.3465
993,73.32028
996,84.53487
998,218.42566
999,194.75652
1006,165.10121
1008,82.68147
1013,86.54569
1015,126.876884
1016,169.03938
1022,212.14847
1026,194.33318
1028,214.64265
1031,49.959026
1034,
1037,206.76843
1040,
1042,80.91916
