id,count
0,99.03785
1,227.35698
2,39.027477
4,100.51987
5,80.8425
10,137.81384
11,145.60953
12,226.05296
15,69.54137
17,8.0388775
18,221.78452
23,213.35127
25,172.13318
26,87.88819
31,186.17323
39,204.32924
40,59.998203
41,115.885925
42,
43,184.3232
51,223.63838
52,67.041466
54,83.55706
60,159.7114
61,186.59192
62,149.40656
63,60.917442
65,143.05571
66,120.92087
68,197.4572
71,47.857002
80,95.69103
82,
94,185.12143
98,206.48767
101,85.051186
102,170.86336
107,89.261894
112,249.85794
113,67.132095
115,
116,169.55075
120,89.9509
121,69.78222
122,229.91014
132,177.45605
143,29.228182
147,
150,75.15318
151,71.5854
152,219.44174
153,91.46597
155,69.78869
156,94.154625
159,204.32564
161,93.76448
163,92.195625
177,183.26927
186,93.13063
188,76.95089
190,88.076355
191,95.160255
192,184.22937
195,218.26337
200,186.14867
209,215.21503
210,60.86545
211,239.72403
214,164.35155
215,91.45261
218,154.15408
219,51.37394
222,105.152855
225,68.65324
228,229.60918
236,215.18535
241,88.54621
242,188.31207
243,225.65877
245,74.39033
247,208.5991
251,192.31178
252,91.19398
253,69.74785
254,80.046646
258,209.35387
260,
261,193.17816
265,76.691635
266,200.74695
267,198.02815
269,175.47989
270,
275,148.88278
278,77.76264
279,61.378677
286,112.256294
287,65.49911
288,194.58693
289,181.17891
293,92.11385
294,190.54977
297,
302,106.72749
303,62.96641
304,86.09094
307,137.63368
309,60.170086
311,216.47261
312,97.54694
314,212.63518
315,221.6336
319,192.53503
322,159.46387
323,
325,186.39041
327,202.39618
330,70.30702
332,206.68861
333,93.594986
338,151.97742
341,84.75473
345,114.900536
348,163.1277
349,106.020355
350,126.883606
352,
355,61.482487
356,
358,
363,178.34157
369,199.9535
371,78.124214
372,198.58783
375,219.0419
380,182.89536
388,90.523605
391,
392,189.52705
393,225.14478
394,85.20453
396,64.850296
401,65.143906
407,62.00008
409,96.067535
410,126.81902
416,112.27525
418,132.57042
420,195.87207
421,232.22296
422,193.95932
424,223.4269
428,199.0916
429,222.19896
431,166.72743
435,-3.7189934
439,116.68432
441,27.060694
447,81.814
449,200.31679
451,211.12471
452,77.66707
454,185.64973
458,232.3586
463,177.10062
467,73.66343
470,117.67146
471,162.83435
474,214.00279
478,97.797455
483,103.83759
484,172.60847
485,76.040634
486,170.23007
491,121.11186
494,106.84921
495,182.46739
497,174.97493
499,213.00232
515,142.72334
518,187.20868
521,102.36576
525,
529,207.927
532,166.09721
534,77.04916
540,83.45491
544,223.13501
547,191.81827
549,99.04512
563,65.332405
564,207.68567
567,105.346
572,158.52264
577,187.80261
578,226.10898
585,208.67899
588,202.73137
589,170.71504
590,139.56021
592,80.30089
594,119.73247
596,79.99535
598,212.92612
599,183.86876
605,92.77454
606,159.07675
607,191.33557
608,197.87505
609,
610,201.88638
611,107.01669
614,
615,177.46848
616,202.90295
617,167.04152
618,193.55423
624,113.79304
629,188.71103
631,102.24595
633,84.79439
637,84.70178
638,139.5826
643,
644,176.00246
645,67.65137
646,181.45058
648,170.32571
650,83.617325
651,102.31981
652,215.77913
656,162.38475
657,94.39937
659,87.93208
660,178.69374
662,139.67348
665,224.5223
675,
681,166.97598
682,179.35272
685,65.56094
686,209.8219
689,75.58094
696,166.0131
703,176.6736
704,122.930115
705,162.45352
714,190.46242
717,73.19068
718,81.985664
720,89.08211
721,236.23697
723,192.19576
726,90.97947
728,181.70232
730,111.4772
731,79.847626
734,225.06998
737,59.96347
738,86.51835
745,208.04778
746,71.37588
749,193.7498
752,70.91735
753,77.68853
758,189.48767
765,95.231026
766,218.75372
768,68.81398
769,204.67743
774,185.86177
775,125.46604
781,
784,215.81927
794,102.18849
795,216.44083
796,71.87231
802,99.420044
803,102.63751
805,66.80363
806,210.7258
807,130.20728
809,62.18556
810,200.5919
812,89.90969
814,111.42167
818,203.31615
819,219.71931
825,-23.005255
836,88.23611
839,168.58272
847,211.97864
848,91.68974
851,185.2173
852,174.67673
853,24.889725
857,189.08167
858,99.385216
859,186.09186
861,-13.78315
867,159.9167
870,183.5202
871,198.40929
872,239.78876
874,242.51192
881,218.54376
886,171.36256
890,
895,186.2679
899,84.252846
900,206.99834
901,210.22882
902,212.27126
903,86.03109
913,214.94193
918,212.10686
923,166.44565
924,73.1697
926,70.77592
927,88.0175
930,174.57864
934,55.342182
937,176.64209
939,146.95139
941,103.1168
942,232.64581
946,196.77039
950,133.38637
953,88.37586
959,20.609577
961,54.494156
962,99.41666
964,81.68506
969,176.86487
971,163.1964
976,71.07658
978,199.41779
980,200.49786
981,185.62653
990,216.35896
993,71.27712
996,82.98685
998,222.79956
999,197.51997
1006,165.38603
1008,81.9858
1013,90.894966
1015,115.489525
1016,161.7569
1022,205.63686
1026,187.769
1028,221.4263
1031,15.762479
1034,
1037,213.41507
1040,
1042,84.10451
1046,103.3854
1048,121.18246
1049,164.80968
1050,
1051,209.55057
1052,195.78781
1055,96.494514
1060,175.47998
1064,99.15617
1066,73.145966
1071,159.0163
1073,81.709305
1089,211.29149
1091,135.85326
1092,76.81617
1093,204.54506
1096,204.81848
1097,187.88745
1098,75.32155
1099,74.515945
1102,221.20732
1107,92.626854
1109,84.84053
1111,32.16421
1112,150.45593
1114,243.62874
1116,213.83063
1117,171.49854
1118,79.63081
1122,
1124,192.4001
1127,106.57872
1133,214.91977
1134,81.46469
1135,160.94012
1139,206.35036
1143,
1150,96.546814
1151,143.22153
1153,205.75105
1155,71.63886
1162,83.6767
1163,185.28394
1166,-7.878399
1171,80.728424
