id,count
0,97.95335
1,226.40903
2,76.04881
4,106.48606
5,109.3494
10,135.84792
11,145.15756
12,207.25078
15,75.717804
17,40.18282
18,219.03645
23,211.5517
25,171.9595
26,84.60291
31,197.95673
39,185.8228
40,59.710308
41,143.11101
42,
43,180.54718
51,214.64883
52,70.30073
54,91.597885
60,168.98619
61,191.6015
62,154.17097
63,51.761494
65,141.59126
66,130.94618
68,185.31993
71,59.832035
80,92.57082
82,
94,188.29382
98,204.36078
101,88.578224
102,176.09259
107,111.516106
112,220.50577
113,82.95594
115,
116,165.54129
120,94.35418
121,82.122574
122,222.83328
132,174.56853
143,58.290882
147,
150,72.67527
151,72.32081
152,209.33743
153,93.90373
155,83.866066
156,116.00957
159,197.98575
161,91.22212
163,86.64081
177,177.43494
186,89.63183
188,71.49656
190,86.17552
191,98.79401
192,178.72975
195,213.14597
200,182.44247
209,210.28232
210,75.6029
211,230.13538
214,177.5864
215,92.38322
218,154.41655
219,50.49999
222,104.53678
225,66.98524
228,225.39001
236,208.7589
241,82.8057
242,183.48575
243,221.74536
245,77.58996
247,215.78348
251,192.47527
252,88.54894
253,73.30039
254,81.89813
258,208.37805
260,
261,182.20306
265,71.52025
266,205.46059
267,199.59875
269,171.85063
270,
275,151.96745
278,85.46669
279,59.24284
286,111.99691
287,69.13136
288,203.42409
289,181.10635
293,87.22943
294,182.47534
297,
302,115.91024
303,76.87309
304,114.87912
307,142.99564
309,69.86599
311,204.14627
312,140.67578
314,206.88585
315,215.25244
319,192.67859
322,159.9722
323,
325,189.49417
327,205.96458
330,68.60653
332,201.11105
333,83.9941
338,161.00467
341,85.96764
345,148.7368
348,163.32799
349,99.67421
350,128.2841
352,
355,54.64446
356,
358,
363,178.57542
369,193.75107
371,74.23719
372,197.88342
375,218.17648
380,190.7714
388,86.41201
391,
392,186.21884
393,215.70819
394,95.489655
396,67.830574
401,67.708855
407,50.679096
409,87.27519
410,138.7284
416,121.4573
418,127.25559
420,193.5279
421,208.79951
422,194.09428
424,221.36035
428,195.68959
429,211.82741
431,173.49939
435,21.638649
439,115.49194
441,56.700214
447,81.90818
449,197.79948
451,205.49629
452,88.02532
454,179.78925
458,210.47298
463,179.61813
467,79.96738
470,137.91032
471,159.5915
474,208.92673
478,97.43142
483,113.18954
484,164.589
485,85.37968
486,173.47552
491,133.16278
494,107.99943
495,192.98184
497,185.83093
499,212.8852
515,145.46262
518,188.77255
521,105.76547
525,
529,201.11307
532,174.8987
534,70.29018
540,80.41541
544,221.6644
547,188.10342
549,94.22716
563,65.02524
564,204.10043
567,118.99474
572,163.84627
577,181.32161
578,221.4215
585,211.03012
588,202.15982
589,177.78217
590,138.91171
592,88.4316
594,139.0671
596,80.541405
598,209.19438
599,183.3007
605,90.725044
606,162.47763
607,196.63712
608,195.87653
609,
610,200.01007
611,109.38365
614,
615,178.41031
616,198.5384
617,162.51717
618,190.48734
624,122.125114
629,189.27475
631,101.400444
633,97.2406
637,83.90461
638,153.4751
643,
644,179.46272
645,72.110985
646,178.39035
648,168.46584
650,81.27364
651,107.97649
652,222.4548
656,165.39035
657,99.87009
659,81.81244
660,172.2988
662,151.3831
665,211.81891
675,
681,168.2979
682,186.75092
685,71.39246
686,202.6775
689,78.927055
696,164.66725
703,188.05357
704,131.02164
705,165.01695
714,188.58597
717,82.35782
718,91.22021
720,83.408585
721,218.67648
723,196.4041
726,103.71461
728,187.9487
730,108.60107
731,88.84584
734,224.3966
737,65.00225
738,81.923996
745,209.06476
746,86.04105
749,185.74112
752,76.51617
753,91.53208
758,189.82716
765,97.869804
766,204.0658
768,74.79222
769,202.43285
774,182.80685
775,125.340294
781,
784,207.28134
794,109.727135
795,217.76039
796,78.723854
802,136.98792
803,111.90446
805,73.72311
806,213.34357
807,138.38925
809,64.15408
810,201.24603
812,98.24137
814,117.91624
818,195.12349
819,215.01721
825,0.5925846
836,102.04122
839,170.26593
847,212.94379
848,95.89844
851,184.3454
852,176.22623
853,54.828037
857,186.7019
858,99.60621
859,194.88385
861,10.749412
867,152.74733
870,183.46835
871,207.37468
872,225.40408
874,227.073
881,213.93564
886,170.62057
890,
895,179.7726
899,79.573494
900,204.03156
901,211.21913
902,202.53157
903,90.60012
913,217.31348
918,213.14792
923,169.0997
924,75.08655
926,66.841606
927,83.41797
930,182.18607
934,60.23855
937,179.27594
939,149.1322
941,96.75834
942,224.77914
946,202.857
950,136.44023
953,84.58477
959,59.228775
961,56.92861
962,96.886345
964,105.30825
969,174.35945
971,162.43388
976,76.66253
978,196.33319
980,206.75552
981,178.69875
990,217.3535
993,74.34227
996,84.52307
998,218.81348
999,193.89038
1006,164.38712
1008,86.72421
1013,85.98341
1015,128.62009
1016,171.68996
1022,211.49387
1026,191.8362
1028,214.58618
1031,36.765263
1034,
1037,206.02812
1040,
1042,80.95502
1046,109.46191
1048,128.1236
1049,159.75134
1050,
