id,count
0,99.96986
1,230.38445
2,29.649897
4,104.22559
5,71.02708
10,140.17616
11,151.73451
12,218.01433
15,73.23337
17,-2.9868565
18,224.27153
23,214.62514
25,175.34604
26,87.14593
31,193.97565
39,198.4473
40,61.916836
41,102.91006
42,
43,183.70438
51,223.41647
52,71.383606
54,89.30175
60,165.23294
61,190.23581
62,154.17271
63,61.32605
65,145.18639
66,125.66054
68,195.38892
71,53.78128
80,95.83587
82,
94,186.7104
98,209.92603
101,89.12264
102,174.61166
107,73.47318
112,238.74011
113,76.67236
115,
116,170.18462
120,92.755684
121,80.43329
122,230.45253
132,180.56297
143,16.171532
147,
150,76.66332
151,72.812126
152,217.87677
153,93.32294
155,76.3529
156,80.026634
159,203.47903
161,92.99861
163,90.17206
177,182.41925
186,96.49468
188,76.03734
190,88.8208
191,100.314156
192,185.66339
195,219.00755
200,189.52573
209,216.88998
210,70.09742
211,238.8781
214,176.77045
215,93.07581
218,156.7493
219,51.705242
222,106.814735
225,70.53598
228,230.5826
236,215.30489
241,87.39862
242,190.15225
243,227.267
245,76.04383
247,214.91228
251,196.40756
252,91.67021
253,71.86575
254,84.13858
258,213.45042
260,
261,189.33356
265,75.28117
266,206.21425
267,203.93935
269,176.29483
270,
275,151.36847
278,82.50431
279,62.22264
286,113.80968
287,67.1815
288,201.3222
289,186.39293
293,91.788284
294,192.0202
297,
302,112.609566
303,70.90959
304,76.75164
307,139.51659
309,64.80105
311,212.96611
312,90.430046
314,211.70927
315,222.32445
319,197.45589
322,162.18105
323,
325,189.71767
327,207.91121
330,71.90308
332,206.65427
333,90.513176
338,155.92688
341,86.85786
345,103.512375
348,170.55983
349,104.09147
350,128.05722
352,
355,62.863655
356,
358,
363,181.10329
369,199.9851
371,79.06124
372,201.03557
375,221.34286
380,189.70386
388,90.15823
391,
392,193.89888
393,224.49493
394,90.84815
396,67.07969
401,69.407295
407,61.173717
409,90.71713
410,133.86821
416,122.17035
418,132.67775
420,197.17528
421,223.28873
422,198.0994
424,226.2263
428,202.14154
429,220.04234
431,175.79417
435,-17.146772
439,116.485374
441,13.83132
447,83.8331
449,201.64224
451,212.42256
452,83.91365
454,188.73672
458,223.52924
463,178.71927
467,77.88326
470,101.981636
471,163.2558
474,214.72253
478,98.64382
483,111.36074
484,171.34044
485,80.238266
486,172.47723
491,127.63185
494,110.09797
495,191.81334
497,183.94669
499,216.45746
515,147.21553
518,193.05594
521,105.12653
525,
529,208.40742
532,171.41347
534,77.49218
540,83.07545
544,224.92232
547,191.30551
549,97.18754
563,65.90957
564,207.40016
567,113.83433
572,163.52284
577,188.26978
578,227.81807
585,213.51404
588,205.37128
589,176.08914
590,141.36353
592,86.602104
594,104.23853
596,83.4255
598,214.99295
599,185.51886
605,96.11591
606,162.99548
607,199.28386
608,201.62993
609,
610,205.10579
611,112.30202
614,
615,183.91089
616,204.25977
617,168.14113
618,197.21938
624,120.7392
629,189.23817
631,102.2308
633,92.961464
637,87.879364
638,148.30067
643,
644,181.89542
645,71.39164
646,185.3033
648,174.1644
650,84.54119
651,107.643555
652,222.56357
656,168.9868
657,97.32837
659,87.99087
660,180.30962
662,145.2751
665,222.80836
675,
681,171.06944
682,186.58484
685,68.271614
686,209.78511
689,79.71044
696,166.36746
703,186.64543
704,128.89001
705,169.24109
714,193.67877
717,79.30766
718,89.075615
720,88.66014
721,231.49329
723,197.57281
726,99.469315
728,186.20334
730,111.93264
731,85.28248
734,227.77812
737,65.34732
738,86.26304
745,213.23457
746,79.591125
749,195.0475
752,76.14386
753,86.16528
758,192.56152
765,100.309364
766,214.31923
768,73.09539
769,205.0978
774,188.38739
775,128.16527
781,
784,215.59227
794,106.36544
795,220.47145
796,76.031395
802,89.831436
803,107.472916
805,72.74137
806,213.98024
807,135.92957
809,66.25233
810,205.59314
812,96.91045
814,116.096695
818,203.3937
819,219.49113
825,-37.860767
836,99.88123
839,172.78586
847,215.87302
848,98.41593
851,187.53983
852,176.74075
853,12.004237
857,190.63638
858,100.372375
859,194.2815
861,-27.699404
867,159.09567
870,190.37364
871,205.01366
872,235.29922
874,237.92978
881,219.5147
886,173.55415
890,
895,186.09584
899,82.0911
900,210.83739
901,213.02892
902,210.68831
903,88.69138
913,219.40007
918,217.443
923,173.58505
924,76.73508
926,70.08705
927,87.89202
930,182.03683
934,60.493347
937,184.04727
939,154.37306
941,103.08408
942,232.43803
946,203.56921
950,136.74179
953,89.539764
959,12.249922
961,58.510548
962,102.30857
964,67.018486
969,180.76674
971,165.98592
976,75.188354
978,201.62492
980,208.1077
981,185.9314
990,219.41716
993,73.97306
996,84.544754
998,224.87762
999,198.9073
1006,166.38126
1008,86.31745
1013,91.06811
1015,122.10473
1016,168.52899
1022,212.58875
1026,194.4912
1028,222.47107
1031,-4.3578076
1034,
1037,213.84642
1040,
1042,84.82427
1046,107.63986
1048,127.11803
1049,164.693
1050,
1051,207.72658
1052,201.88484
1055,102.25289
1060,176.44453
1064,103.35038
1066,78.51884
1071,166.78682
1073,85.95582
1089,206.2261
1091,138.2231
1092,75.33397
1093,207.1378
1096,210.95773
1097,191.36035
1098,72.96006
1099,80.58396
1102,220.14319
1107,97.53995
1109,90.54239
1111,14.774542
1112,151.51497
1114,241.48953
1116,213.69186
1117,175.23026
1118,84.99714
1122,
1124,192.04709
1127,112.34345
1133,213.88995
1134,82.192116
1135,170.61021
1139,213.02077
1143,
1150,101.66153
1151,142.76776
1153,212.81459
1155,74.25754
1162,80.1811
1163,188.95703
1166,-21.972263
1171,81.13634
1172,69.18069
1173,213.80615
1174,97.4408
1177,126.185646
1178,83.397354
1184,102.30237
1185,145.34663
1186,106.28906
1187,209.38216
1188,222.29317
1191,185.4133
1207,134.38377
1213,101.06621
1215,177.41867
1223,214.37318
1227,153.80202
1236,
1237,
1238,113.62938
1241,64.73289
1248,92.41273
1250,79.13705
1251,202.19037
1253,110.654755
1255,139.09297
1257,216.42151
1261,125.77128
1262,220.13376
1265,174.94016
1273,214.9334
1277,197.51825
1278,149.31007
1280,98.139595
1284,167.35411
1285,227.81732
1288,103.12391
1295,143.20613
1297,239.07414
1299,215.34639
1304,188.69987
1308,74.369705
1310,131.9205
1311,159.22818
1314,91.42107
1315,142.1411
1318,-14.850215
1320,231.23746
1321,210.59314
1322,190.91806
1330,173.8694
1333,198.51378
1334,184.83313
1341,190.65292
1344,163.7862
1351,200.75632
1354,35.317898
1356,
1363,156.69884
1365,191.5223
1369,169.78674
1373,114.71523
1375,151.14098
1377,70.47707
1379,198.7004
1380,207.26605
1381,116.76963
1384,179.92274
1390,204.23868
1393,207.97327
1395,
1399,208.63058
1400,105.23589
1401,120.99364
1404,203.01797
1408,91.04155
1409,-8.428297
1413,187.74904
1416,206.15543
1418,129.47136
1423,90.803635
1424,65.259415
1425,67.54805
1433,229.09383
1434,177.14047
1436,215.02379
1442,201.82849
1444,74.11059
1445,176.79207
1452,207.43564
1455,196.49786
1462,
1467,-4.2439895
1472,86.8587
1475,120.99022
1493,160.68886
1501,195.37598
1503,215.00224
1504,221.28125
1505,66.55364
1511,220.94783
1512,
1513,163.54466
1514,113.454185
1528,219.28
1533,233.67505
1534,74.06413
1536,185.4781
1537,73.35062
1539,86.12568
1550,189.04666
1552,187.1287
1554,199.81444
1555,219.83775
1556,24.715374
1559,71.8308
1563,210.85648
1566,205.00175
1567,91.71958
1568,87.85442
1571,197.78128
1572,78.55044
1574,
1577,99.202324
1583,35.92009
1585,100.023026
1586,196.60616
1587,204.80554
1596,184.4858
1602,73.41238
1604,94.956665
1605,70.819626
1610,220.9244
1611,137.57985
1616,95.3116
1617,146.67957
1618,74.56624
1622,62.279594
1623,60.327354
1628,218.71822
1631,66.44963
1632,207.21646
1633,198.35333
1634,214.8215
1636,206.94882
1637,162.44421
1643,101.30821
1644,149.8307
1646,122.054146
1648,196.16576
1651,86.85202
1656,69.0213
1658,158.30405
1659,79.361115
1665,100.67691
1666,156.09894
1670,111.11733
1674,177.0459
1679,220.46469
1680,215.45023
1683,230.4603
1686,69.30438
1691,144.21327
1693,70.67887
1696,92.91909
1697,126.11184
1703,99.407715
1706,68.6462
1709,195.52054
1710,87.63757
1712,
