id,count
0,102.50717
1,238.93492
2,76.83567
4,113.49567
5,110.487366
10,143.97366
11,151.6985
12,216.95114
15,78.60033
17,38.804943
18,228.48059
23,219.81384
25,179.21748
26,89.60981
31,204.89789
39,194.742
40,62.73968
41,146.55295
42,
43,187.92554
51,225.59283
52,72.58577
54,96.27264
60,176.97366
61,199.41643
62,160.84386
63,55.7656
65,150.15178
66,137.38441
68,193.02887
71,63.336533
80,98.38558
82,
94,196.98732
98,214.62225
101,93.14052
102,183.9848
107,113.60018
112,230.73677
113,85.51375
115,
116,174.26486
120,99.049805
121,83.937515
122,234.19795
132,180.88281
143,58.922985
147,
150,78.18031
151,78.55045
152,219.3519
153,100.74167
155,87.16872
156,119.676704
159,206.82635
161,95.48133
163,93.08356
177,185.50792
186,94.99805
188,76.7088
190,91.19055
191,103.78615
192,186.39049
195,223.38722
200,188.85657
209,220.63329
210,78.40357
211,241.3122
214,184.53983
215,98.69065
218,161.55994
219,53.24646
222,110.937256
225,70.2555
228,234.89816
236,219.42096
241,87.779755
242,192.83511
243,232.062
245,82.422745
247,224.96696
251,201.01503
252,93.80776
253,78.43832
254,85.163666
258,219.45549
260,
261,190.32777
265,77.47541
266,213.61174
267,208.1277
269,179.23279
270,
275,158.93085
278,91.207954
279,64.022766
286,117.67101
287,73.67438
288,211.25076
289,187.9834
293,93.44281
294,191.90947
297,
302,120.747635
303,80.8322
304,116.40613
307,149.31752
309,73.74186
311,213.9019
312,141.88837
314,217.05565
315,225.80124
319,200.85597
322,167.8224
323,
325,198.65314
327,213.38777
330,72.989456
332,209.72705
333,89.377655
338,169.07262
341,90.4284
345,152.0578
348,171.02112
349,106.54756
350,134.40446
352,
355,58.737106
356,
358,
363,186.33995
369,203.52806
371,79.89242
372,207.10799
375,227.5717
380,199.72147
388,93.14305
391,
392,193.79178
393,225.9765
394,99.1002
396,72.27462
401,70.61759
407,57.280052
409,93.49412
410,144.81204
416,126.175674
418,134.24811
420,203.17981
421,217.7871
422,203.62407
424,231.89133
428,204.42766
429,221.83144
431,179.61882
435,20.954082
439,120.73522
441,57.70269
447,87.07118
449,205.62743
451,216.23924
452,93.024765
454,188.86403
458,220.47003
463,188.09706
467,84.17679
470,141.08057
471,166.34126
474,218.47151
478,103.6864
483,118.70357
484,172.45549
485,92.20681
486,182.07664
491,138.26735
494,114.100266
495,199.8962
497,193.03578
499,223.07098
515,152.55876
518,197.60707
521,111.636406
525,
529,211.57988
532,182.8235
534,76.21368
540,87.06424
544,230.05649
547,195.33055
549,101.87943
563,68.66042
564,214.18326
567,123.73224
572,171.6815
577,189.48677
578,232.26895
585,221.06575
588,211.83987
589,185.95808
590,146.17882
592,92.3824
594,143.33638
596,84.794174
598,219.08748
599,192.18822
605,95.91697
606,168.90219
607,204.84557
608,204.32585
609,
610,209.56337
611,115.55847
614,
615,186.887
616,206.83356
617,170.91653
618,199.53429
624,127.88031
629,198.79573
631,109.76642
633,101.728874
637,90.23723
638,160.0888
643,
644,186.11275
645,76.75553
646,186.11494
648,176.74802
650,85.94167
651,112.568245
652,233.18349
656,170.5086
657,106.204834
659,86.740234
660,181.15155
662,158.8241
665,222.8587
675,
681,173.65201
682,196.41336
685,75.40239
686,213.5605
689,84.2241
696,172.16133
703,195.08789
704,136.71317
705,171.02902
714,196.75949
717,85.94855
718,95.88638
720,88.65924
721,229.69539
723,204.6952
726,107.99707
728,195.81604
730,113.890884
731,94.39836
734,233.98628
737,70.50763
738,87.80333
745,217.84164
746,90.38066
749,194.96986
752,81.040085
753,94.60686
758,197.39447
765,103.18471
766,213.54915
768,80.896484
769,210.38873
774,193.31483
